pclass,survived,name,last_name,sex,age,sibsp,has_sibsp,parch,has_parch,ticket,fare,fare_group,cabin,embarked,boat,body,dest
1,1,"Cardeza, Mrs. James Warburton Martinez (Charlotte Wardle Drake)",127,1,58,0,0,1,1,PC 17755,512.3292,4,B51 B53 B55,C,3,,"Germantown, Philadelphia, PA"
1,0,"Carlsson, Mr. Frans Olof",128,0,33,0,0,0,0,695,5.0,1,B51 B53 B55,S,,,"New York, NY"
1,0,"Carrau, Mr. Francisco M",130,0,28,0,0,0,0,113059,47.1,2,,S,,,"Montevideo, Uruguay"
1,0,"Carrau, Mr. Jose Pedro",130,0,17,0,0,0,0,113059,47.1,2,,S,,,"Montevideo, Uruguay"
1,1,"Carter, Master. William Thornton II",131,0,11,1,1,2,1,113760,120.0,3,B96 B98,S,4,,"Bryn Mawr, PA"
1,1,"Carter, Miss. Lucile Polk",131,1,14,1,1,2,1,113760,120.0,3,B96 B98,S,4,,"Bryn Mawr, PA"
1,1,"Carter, Mr. William Ernest",131,0,36,1,1,2,1,113760,120.0,3,B96 B98,S,C,,"Bryn Mawr, PA"
1,1,"Carter, Mrs. William Ernest (Lucile Polk)",131,1,36,1,1,2,1,113760,120.0,3,B96 B98,S,4,,"Bryn Mawr, PA"
1,0,"Case, Mr. Howard Brown",133,0,49,0,0,0,0,19924,26.0,1,,S,,,"Ascot, Berkshire / Rochester, NY"
1,1,"Cassebeer, Mrs. Henry Arthur Jr (Eleanor Genevieve Fosdick)",134,1,,0,0,0,0,17770,27.7208,1,,C,5,,"New York, NY"
1,0,"Cavendish, Mr. Tyrell William",135,0,36,1,1,0,0,19877,78.85,2,C46,S,,172,"Little Onn Hall, Staffs"
1,1,"Cavendish, Mrs. Tyrell William (Julia Florence Siegel)",135,1,76,1,1,0,0,19877,78.85,2,C46,S,6,,"Little Onn Hall, Staffs"
1,0,"Chaffee, Mr. Herbert Fuller",137,0,46,1,1,0,0,W.E.P. 5734,61.175,2,E31,S,,,"Amenia, ND"
1,1,"Chaffee, Mrs. Herbert Fuller (Carrie Constance Toogood)",137,1,47,1,1,0,0,W.E.P. 5734,61.175,2,E31,S,4,,"Amenia, ND"
1,1,"Chambers, Mr. Norman Campbell",138,0,27,1,1,0,0,113806,53.1,2,E8,S,5,,"New York, NY / Ithaca, NY"
1,1,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",138,1,33,1,1,0,0,113806,53.1,2,E8,S,5,,"New York, NY / Ithaca, NY"
1,1,"Chaudanson, Miss. Victorine",141,1,36,0,0,0,0,PC 17608,262.375,4,B61,C,4,,
1,1,"Cherry, Miss. Gladys",142,1,30,0,0,0,0,110152,86.5,3,B77,S,8,,"London, England"
1,1,"Chevre, Mr. Paul Romaine",143,0,45,0,0,0,0,PC 17594,29.7,1,A9,C,7,,"Paris, France"
1,1,"Chibnall, Mrs. (Edith Martha Bowerman)",144,1,,0,0,1,1,113505,55.0,2,E33,S,6,,"St Leonards-on-Sea, England Ohio"
1,0,"Chisholm, Mr. Roderick Robert Crispin",146,0,,0,0,0,0,112051,0.0,1,,S,,,"Liverpool, England / Belfast"
1,0,"Clark, Mr. Walter Miller",150,0,27,1,1,0,0,13508,136.7792,4,C89,C,,,"Los Angeles, CA"
1,1,"Clark, Mrs. Walter Miller (Virginia McDowell)",150,1,26,1,1,0,0,13508,136.7792,4,C89,C,4,,"Los Angeles, CA"
1,1,"Cleaver, Miss. Alice",152,1,22,0,0,0,0,113781,151.55,4,,S,11,,
1,0,"Clifford, Mr. George Quincy",153,0,,0,0,0,0,110465,52.0,2,A14,S,,,"Stoughton, MA"
1,0,"Colley, Mr. Edward Pomeroy",161,0,47,0,0,0,0,5727,25.5875,1,E58,S,,,"Victoria, BC"
1,1,"Compton, Miss. Sara Rebecca",163,1,39,1,1,1,1,PC 17756,83.1583,2,E49,C,14,,"Lakewood, NJ"
1,0,"Compton, Mr. Alexander Taylor Jr",163,0,37,1,1,1,1,PC 17756,83.1583,2,E52,C,,,"Lakewood, NJ"
1,1,"Compton, Mrs. Alexander Taylor (Mary Eliza Ingersoll)",163,1,64,0,0,2,1,PC 17756,83.1583,2,E45,C,14,,"Lakewood, NJ"
1,1,"Cornell, Mrs. Robert Clifford (Malvina Helen Lamson)",173,1,55,2,1,0,0,11770,25.7,1,C101,S,2,,"New York, NY"
1,0,"Crafton, Mr. John Bertram",177,0,,0,0,0,0,113791,26.55,1,,S,,,"Roachdale, IN"
1,0,"Crosby, Capt. Edward Gifford",180,0,70,1,1,1,1,WE/P 5735,71.0,2,B22,S,,269,"Milwaukee, WI"
1,1,"Crosby, Miss. Harriet R",180,1,36,0,0,2,1,WE/P 5735,71.0,2,B22,S,7,,"Milwaukee, WI"
1,1,"Crosby, Mrs. Edward Gifford (Catherine Elizabeth Halstead)",180,1,64,1,1,1,1,112901,26.55,1,B26,S,7,,"Milwaukee, WI"
1,0,"Cumings, Mr. John Bradley",182,0,39,1,1,0,0,PC 17599,71.2833,2,C85,C,,,"New York, NY"
1,1,"Cumings, Mrs. John Bradley (Florence Briggs Thayer)",182,1,38,1,1,0,0,PC 17599,71.2833,2,C85,C,4,,"New York, NY"
1,1,"Daly, Mr. Peter Denis",188,0,51,0,0,0,0,113055,26.55,1,E17,S,5 9,,"Lima, Peru"
1,1,"Daniel, Mr. Robert Williams",190,0,27,0,0,0,0,113804,30.5,1,,S,3,,"Philadelphia, PA"
1,1,"Daniels, Miss. Sarah",191,1,33,0,0,0,0,113781,151.55,4,,S,8,,
1,0,"Davidson, Mr. Thornton",194,0,31,1,1,0,0,F.C. 12750,52.0,2,B71,S,,,"Montreal, PQ"
1,1,"Davidson, Mrs. Thornton (Orian Hays)",194,1,27,1,1,2,1,F.C. 12750,52.0,2,B71,S,3,,"Montreal, PQ"
1,1,"Dick, Mr. Albert Adrian",207,0,31,1,1,0,0,17474,57.0,2,B20,S,3,,"Calgary, AB"
1,1,"Dick, Mrs. Albert Adrian (Vera Gillespie)",207,1,17,1,1,0,0,17474,57.0,2,B20,S,3,,"Calgary, AB"
1,1,"Dodge, Dr. Washington",211,0,53,1,1,1,1,33638,81.8583,2,A34,S,13,,"San Francisco, CA"
1,1,"Dodge, Master. Washington",211,0,4,0,0,2,1,33638,81.8583,2,A34,S,5,,"San Francisco, CA"
1,1,"Dodge, Mrs. Washington (Ruth Vidaver)",211,1,54,1,1,1,1,33638,81.8583,2,A34,S,5,,"San Francisco, CA"
1,0,"Douglas, Mr. Walter Donald",216,0,50,1,1,0,0,PC 17761,106.425,3,C86,C,,62,"Deephaven, MN / Cedar Rapids, IA"
1,1,"Douglas, Mrs. Frederick Charles (Mary Helene Baxter)",216,1,27,1,1,1,1,PC 17558,247.5208,4,B58 B60,C,6,,"Montreal, PQ"
1,1,"Douglas, Mrs. Walter Donald (Mahala Dutton)",216,1,48,1,1,0,0,PC 17761,106.425,3,C86,C,2,,"Deephaven, MN / Cedar Rapids, IA"
1,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",224,1,48,1,1,0,0,11755,39.6,2,A16,C,1,,London / Paris
1,1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",224,0,49,1,1,0,0,PC 17485,56.9292,2,A20,C,1,,London / Paris
1,0,"Dulles, Mr. William Crothers",225,0,39,0,0,0,0,PC 17580,29.7,1,A18,C,,133,"Philadelphia, PA"
1,1,"Earnshaw, Mrs. Boulton (Olive Potter)",229,1,23,0,0,1,1,11767,83.1583,2,C54,C,7,,"Mt Airy, Philadelphia, PA"
1,1,"Endres, Miss. Caroline Louise",239,1,38,0,0,0,0,PC 17757,227.525,4,C45,C,4,,"New York, NY"
1,1,"Eustis, Miss. Elizabeth Mussey",240,1,54,1,1,0,0,36947,78.2667,2,D20,C,4,,"Brookline, MA"
1,0,"Evans, Miss. Edith Corse",241,1,36,0,0,0,0,PC 17531,31.6792,1,A29,C,,,"New York, NY"
1,0,"Farthing, Mr. John",245,0,,0,0,0,0,PC 17483,221.7792,4,C95,S,,,
1,1,"Flegenheim, Mrs. Alfred (Antoinette)",250,1,,0,0,0,0,PC 17598,31.6833,1,,S,7,,"New York, NY"
1,1,"Fleming, Miss. Margaret",251,1,,0,0,0,0,17421,110.8833,3,,C,4,,
1,1,"Flynn, Mr. John Irwin (""Irving"")",252,0,36,0,0,0,0,PC 17474,26.3875,1,E25,S,5,,"Brooklyn, NY"
1,0,"Foreman, Mr. Benjamin Laventall",256,0,30,0,0,0,0,113051,27.75,1,C111,C,,,"New York, NY"
1,1,"Fortune, Miss. Alice Elizabeth",257,1,24,3,1,2,1,19950,263.0,4,C23 C25 C27,S,10,,"Winnipeg, MB"
1,1,"Fortune, Miss. Ethel Flora",257,1,28,3,1,2,1,19950,263.0,4,C23 C25 C27,S,10,,"Winnipeg, MB"
1,1,"Fortune, Miss. Mabel Helen",257,1,23,3,1,2,1,19950,263.0,4,C23 C25 C27,S,10,,"Winnipeg, MB"
1,0,"Fortune, Mr. Charles Alexander",257,0,19,3,1,2,1,19950,263.0,4,C23 C25 C27,S,,,"Winnipeg, MB"
1,0,"Fortune, Mr. Mark",257,0,64,1,1,4,1,19950,263.0,4,C23 C25 C27,S,,,"Winnipeg, MB"
1,1,"Fortune, Mrs. Mark (Mary McDougald)",257,1,60,1,1,4,1,19950,263.0,4,C23 C25 C27,S,10,,"Winnipeg, MB"
1,1,"Francatelli, Miss. Laura Mabel",259,1,30,0,0,0,0,PC 17485,56.9292,2,E36,C,1,,
1,0,"Franklin, Mr. Thomas Parham",260,0,,0,0,0,0,113778,26.55,1,D34,S,,,"Westcliff-on-Sea, Essex"
1,1,"Frauenthal, Dr. Henry William",261,0,50,2,1,0,0,PC 17611,133.65,3,,S,5,,"New York, NY"
1,1,"Frauenthal, Mr. Isaac Gerald",261,0,43,1,1,0,0,17765,27.7208,1,D40,C,5,,"New York, NY"
1,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",261,1,,1,1,0,0,PC 17611,133.65,3,,S,5,,"New York, NY"
1,1,"Frolicher, Miss. Hedwig Margaritha",262,1,22,0,0,2,1,13568,49.5,2,B39,C,5,,"Zurich, Switzerland"
1,1,"Frolicher-Stehli, Mr. Maxmillian",263,0,60,1,1,1,1,13567,79.2,2,B41,C,5,,"Zurich, Switzerland"
1,1,"Frolicher-Stehli, Mrs. Maxmillian (Margaretha Emerentia Stehli)",263,1,48,1,1,1,1,13567,79.2,2,B41,C,5,,"Zurich, Switzerland"
1,0,"Fry, Mr. Richard",265,0,,0,0,0,0,112058,0.0,1,B102,S,,,
1,0,"Futrelle, Mr. Jacques Heath",267,0,37,1,1,0,0,113803,53.1,2,C123,S,,,"Scituate, MA"
1,1,"Futrelle, Mrs. Jacques Heath (Lily May Peel)",267,1,35,1,1,0,0,113803,53.1,2,C123,S,D,,"Scituate, MA"
1,0,"Gee, Mr. Arthur H",275,0,47,0,0,0,0,111320,38.5,2,E63,S,,275,"St Anne's-on-Sea, Lancashire"
1,1,"Geiger, Miss. Amalie",276,1,35,0,0,0,0,113503,211.5,4,C130,C,4,,
1,1,"Gibson, Miss. Dorothy Winifred",278,1,22,0,0,1,1,112378,59.4,2,,C,7,,"New York, NY"
1,1,"Gibson, Mrs. Leonard (Pauline C Boeson)",278,1,45,0,0,1,1,112378,59.4,2,,C,7,,"New York, NY"
1,0,"Giglio, Mr. Victor",279,0,24,0,0,0,0,PC 17593,79.2,2,B86,C,,,
1,1,"Goldenberg, Mr. Samuel L",288,0,49,1,1,0,0,17453,89.1042,3,C92,C,5,,"Paris, France / New York, NY"
1,1,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",288,1,,1,1,0,0,17453,89.1042,3,C92,C,5,,"Paris, France / New York, NY"
1,0,"Goldschmidt, Mr. George B",289,0,71,0,0,0,0,PC 17754,34.6542,2,A5,C,,,"New York, NY"
1,1,"Gracie, Col. Archibald IV",293,0,53,0,0,0,0,113780,28.5,1,C51,C,B,,"Washington, DC"
1,1,"Graham, Miss. Margaret Edith",294,1,19,0,0,0,0,112053,30.0,1,B42,S,3,,"Greenwich, CT"
1,0,"Graham, Mr. George Edward",294,0,38,0,0,1,1,PC 17582,153.4625,4,C91,S,,147,"Winnipeg, MB"
1,1,"Graham, Mrs. William Thompson (Edith Junkins)",294,1,58,0,0,1,1,PC 17582,153.4625,4,C125,S,3,,"Greenwich, CT"
1,1,"Greenfield, Mr. William Bertram",297,0,23,0,0,1,1,PC 17759,63.3583,2,D10 D12,C,7,,"New York, NY"
1,1,"Greenfield, Mrs. Leo David (Blanche Strouse)",297,1,45,0,0,1,1,PC 17759,63.3583,2,D10 D12,C,7,,"New York, NY"
1,0,"Guggenheim, Mr. Benjamin",300,0,46,0,0,0,0,PC 17593,79.2,2,B82 B84,C,,,"New York, NY"
1,1,"Harder, Mr. George Achilles",312,0,25,1,1,0,0,11765,55.4417,2,E50,C,5,,"Brooklyn, NY"
1,1,"Harder, Mrs. George Achilles (Dorothy Annan)",312,1,25,1,1,0,0,11765,55.4417,2,E50,C,5,,"Brooklyn, NY"
1,1,"Harper, Mr. Henry Sleeper",315,0,48,1,1,0,0,PC 17572,76.7292,2,D33,C,3,,"New York, NY"
1,1,"Harper, Mrs. Henry Sleeper (Myna Haxtun)",315,1,49,1,1,0,0,PC 17572,76.7292,2,D33,C,3,,"New York, NY"
1,0,"Harrington, Mr. Charles H",316,0,,0,0,0,0,113796,42.4,2,,S,,,
1,0,"Harris, Mr. Henry Birkhardt",317,0,45,1,1,0,0,36973,83.475,2,C83,S,,,"New York, NY"
1,1,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",317,1,35,1,1,0,0,36973,83.475,2,C83,S,D,,"New York, NY"
1,0,"Harrison, Mr. William",318,0,40,0,0,0,0,112059,0.0,1,B94,S,,110,
1,1,"Hassab, Mr. Hammad",320,0,27,0,0,0,0,PC 17572,76.7292,2,D49,C,3,,
1,1,"Hawksford, Mr. Walter James",322,0,,0,0,0,0,16988,30.0,1,D45,S,3,,"Kingston, Surrey"
1,1,"Hays, Miss. Margaret Bechstein",323,1,24,0,0,0,0,11767,83.1583,2,C54,C,7,,"New York, NY"
1,0,"Hays, Mr. Charles Melville",323,0,55,1,1,1,1,12749,93.5,3,B69,S,,307,"Montreal, PQ"
1,1,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",323,1,52,1,1,1,1,12749,93.5,3,B69,S,3,,"Montreal, PQ"
1,0,"Head, Mr. Christopher",324,0,42,0,0,0,0,113038,42.5,2,B11,S,,,London / Middlesex
1,0,"Hilliard, Mr. Herbert Henry",338,0,,0,0,0,0,17463,51.8625,2,E46,S,,,"Brighton, MA"
1,0,"Hipkins, Mr. William Edward",340,0,55,0,0,0,0,680,50.0,2,C39,S,,,London / Birmingham
1,1,"Hippach, Miss. Jean Gertrude",341,1,16,0,0,1,1,111361,57.9792,2,B18,C,4,,"Chicago, IL"
1,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",341,1,44,0,0,1,1,111361,57.9792,2,B18,C,4,,"Chicago, IL"
1,1,"Hogeboom, Mrs. John C (Anna Andrews)",345,1,51,1,1,0,0,13502,77.9583,2,D11,S,10,,"Hudson, NY"
1,0,"Holverson, Mr. Alexander Oskar",349,0,42,1,1,0,0,113789,52.0,2,,S,,38,"New York, NY"
1,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",349,1,35,1,1,0,0,113789,52.0,2,,S,8,,"New York, NY"
1,1,"Homer, Mr. Harry (""Mr E Haven"")",350,0,35,0,0,0,0,111426,26.55,1,,C,15,,"Indianapolis, IN"
1,1,"Hoyt, Mr. Frederick Maxfield",356,0,38,1,1,0,0,19943,90.0,3,C93,S,D,,"New York, NY / Stamford CT"
1,0,"Hoyt, Mr. William Fisher",356,0,,0,0,0,0,PC 17600,30.6958,1,,C,14,,"New York, NY"
1,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",356,1,35,1,1,0,0,19943,90.0,3,C93,S,D,,"New York, NY / Stamford CT"
1,1,"Icard, Miss. Amelie",361,1,38,0,0,0,0,113572,80.0,2,B28,,6,,
1,0,"Isham, Miss. Ann Elizabeth",365,1,50,0,0,0,0,PC 17595,28.7125,1,C49,C,,,"Paris, France New York, NY"
1,1,"Ismay, Mr. Joseph Bruce",366,0,49,0,0,0,0,112058,0.0,1,B52 B54 B56,S,C,,Liverpool
1,0,"Jones, Mr. Charles Cresson",384,0,46,0,0,0,0,694,26.0,1,,S,,80,"Bennington, VT"
1,0,"Julian, Mr. Henry Forbes",387,0,50,0,0,0,0,113044,26.0,1,E60,S,,,London
1,0,"Keeping, Mr. Edwin",400,0,32.5,0,0,0,0,113503,211.5,4,C132,C,,45,
1,0,"Kent, Mr. Edward Austin",403,0,58,0,0,0,0,11771,29.7,1,B37,C,,258,"Buffalo, NY"
1,0,"Kenyon, Mr. Frederick R",404,0,41,1,1,0,0,17464,51.8625,2,D21,S,,,"Southington / Noank, CT"
1,1,"Kenyon, Mrs. Frederick R (Marion)",404,1,,1,1,0,0,17464,51.8625,2,D21,S,8,,"Southington / Noank, CT"
1,1,"Kimball, Mr. Edwin Nelson Jr",408,0,42,1,1,0,0,11753,52.5542,2,D19,S,5,,"Boston, MA"
1,1,"Kimball, Mrs. Edwin Nelson Jr (Gertrude Parsons)",408,1,45,1,1,0,0,11753,52.5542,2,D19,S,5,,"Boston, MA"
1,0,"Klaber, Mr. Herman",412,0,,0,0,0,0,113028,26.55,1,C124,S,,,"Portland, OR"
1,1,"Kreuchen, Miss. Emilie",417,1,39,0,0,0,0,24160,211.3375,4,,S,2,,
1,1,"Leader, Dr. Alice (Farnham)",432,1,49,0,0,0,0,17465,25.9292,1,D17,S,8,,"New York, NY"
1,1,"LeRoy, Miss. Bertha",431,1,30,0,0,0,0,PC 17761,106.425,3,,C,2,,
1,1,"Lesurer, Mr. Gustave J",443,0,35,0,0,0,0,PC 17755,512.3292,4,B101,C,3,,
1,0,"Lewy, Mr. Ervin G",445,0,,0,0,0,0,PC 17612,27.7208,1,,C,,,"Chicago, IL"
1,0,"Lindeberg-Lind, Mr. Erik Gustaf (""Mr Edward Lingrey"")",450,0,42,0,0,0,0,17475,26.55,1,,S,,,"Stockholm, Sweden"
1,1,"Lindstrom, Mrs. Carl Johan (Sigrid Posse)",453,1,55,0,0,0,0,112377,27.7208,1,,C,6,,"Stockholm, Sweden"
1,1,"Lines, Miss. Mary Conover",455,1,16,0,0,1,1,PC 17592,39.4,2,D28,S,9,,"Paris, France"
1,1,"Lines, Mrs. Ernest H (Elizabeth Lindsey James)",455,1,51,0,0,1,1,PC 17592,39.4,2,D28,S,9,,"Paris, France"
1,0,"Long, Mr. Milton Clyde",461,0,29,0,0,0,0,113501,30.0,1,D6,S,,126,"Springfield, MA"
1,1,"Longley, Miss. Gretchen Fiske",462,1,21,0,0,0,0,13502,77.9583,2,D9,S,10,,"Hudson, NY"
1,0,"Loring, Mr. Joseph Holland",463,0,30,0,0,0,0,113801,45.5,2,,S,,,"London / New York, NY"
1,1,"Lurette, Miss. Elise",470,1,58,0,0,0,0,PC 17569,146.5208,4,B80,C,,,
1,1,"Madill, Miss. Georgette Alexandra",475,1,15,0,0,1,1,24160,211.3375,4,B5,S,2,,"St Louis, MO"
1,0,"Maguire, Mr. John Edward",478,0,30,0,0,0,0,110469,26.0,1,C106,S,,,"Brockton, MA"
1,1,"Maioni, Miss. Roberta",480,1,16,0,0,0,0,110152,86.5,3,B79,S,8,,
1,1,"Marechal, Mr. Pierre",490,0,,0,0,0,0,11774,29.7,1,C47,C,7,,"Paris, France"
1,0,"Marvin, Mr. Daniel Warner",493,0,19,1,1,0,0,113773,53.1,2,D30,S,,,"New York, NY"
1,1,"Marvin, Mrs. Daniel Warner (Mary Graham Carmichael Farquarson)",493,1,18,1,1,0,0,113773,53.1,2,D30,S,10,,"New York, NY"
1,1,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",498,1,24,0,0,0,0,PC 17482,49.5042,2,C90,C,6,,"Belgium Montreal, PQ"
1,0,"McCaffry, Mr. Thomas Francis",499,0,46,0,0,0,0,13050,75.2417,2,C6,C,,292,"Vancouver, BC"
1,0,"McCarthy, Mr. Timothy J",500,0,54,0,0,0,0,17463,51.8625,2,E46,S,,175,"Dorchester, MA"
1,1,"McGough, Mr. James Robert",507,0,36,0,0,0,0,PC 17473,26.2875,1,E25,S,7,,"Philadelphia, PA"
1,0,"Meyer, Mr. Edgar Joseph",520,0,28,1,1,0,0,PC 17604,82.1708,2,,C,,,"New York, NY"
1,1,"Meyer, Mrs. Edgar Joseph (Leila Saks)",520,1,,1,1,0,0,PC 17604,82.1708,2,,C,6,,"New York, NY"
1,0,"Millet, Mr. Francis Davis",523,0,65,0,0,0,0,13509,26.55,1,E38,S,,249,"East Bridgewater, MA"
1,0,"Minahan, Dr. William Edward",525,0,44,2,1,0,0,19928,90.0,3,C78,Q,,230,"Fond du Lac, WI"
